ACCEPT IT	EXCEPT AT
BANK RED	RANK BED
BANK RELIEF	RANK BELIEF
BANK RELIEVE	RANK BELIEVE
BANK REST	RANK BEST
BANK RICH	RANK BITCH
BANK RID	RANK BID
BANK RIGHT	RANK BITE
BANK ROLE	RANK BOWL
BANK ROLL	RANK BOWL
BANK ROOM	RANK BOOM
BANK ROOT	RANK BOOT
BANK TAG	TANK BAG
BANK TAKE	TANK BAKE
BANK TALL	TANK BALL
BANK TEA	TANK BE
BANK TEACH	TANK BEACH
BANK TEAM	TANK BEAM
BANK TEAR	TANK BARE
BANK TEEN	TANK BEAN
BANK TELL	TANK BELL
BANK TEND	TANK BEND
BANK TEST	TANK BEST
BANK THEME	THANK BEAM
BANK THIEF	THANK BEEF
BANK THIGH	THANK BUY
BANK THIRD	THANK BIRD
BANK THREAD	THANK BREAD
BANK TIE	TANK BUY
BANK TIGHT	TANK BITE
BANK TILL	TANK BILL
BANK TIRE	TANK BUYER
BANK TOLL	TANK BOWL
BANK TONE	TANK BONE
BANK TOOTH	TANK BOOTH
BANK TOSS	TANK BOSS
BANK TOY	TANK BOY
BANK TRAIN	TANK BRAIN
BANK TRICK	TANK BRICK
BANK TUCK	TANK BUCK
BANK TURN	TANK BURN
BANK WRITE	RANK BITE
BANKING RACE	RANKING BASE
BANKING RACK	RANKING BACK
BANKING RANK	RANKING BANK
BANKING RARE	RANKING BARE
BANKING RARELY	RANKING BARELY
BANKING RAT	RANKING BAT
BANKING RAY	RANKING BAY
BANKING RE	RANKING BAY
BANKING REACH	RANKING BEACH
BANKING READ	RANKING BED
BANKING RED	RANKING BED
BANKING RELIEF	RANKING BELIEF
BANKING RELIEVE	RANKING BELIEVE
BANKING REST	RANKING BEST
BANKING RICH	RANKING BITCH
BANKING RID	RANKING BID
BANKING RIGHT	RANKING BITE
BANKING ROLE	RANKING BOWL
BANKING ROLL	RANKING BOWL
BANKING ROOM	RANKING BOOM
BANKING ROOT	RANKING BOOT
BANKING WRITE	RANKING BITE
BAR CAKE	CAR BAKE
BAR CALL	CAR BALL
BAR CALM	CAR BOMB
BAR CAN	CAR BAN
BAR CARE	CAR BARE
BAR CARRIER	CAR BARRIER
BAR CASE	CAR BASE
BAR CAT	CAR BAT
BAR CATTLE	CAR BATTLE
BAR CLAIM	CAR BLAME
BAR CLOCK	CAR BLOCK
BAR CLUE	CAR BLUE
BAR COAL	CAR BOWL
BAR COAT	CAR BOAT
BAR COLD	CAR BOLD
BAR COOK	CAR BOOK
BAR CORD	CAR BOARD
BAR CORN	CAR BORN
BAR COW	CAR BOW
BAR CROWN	CAR BROWN
BAR CRUSH	CAR BRUSH
BAR CUT	CAR BUT
BAR FACE	FAR BASE
BAR FAIR	FAR BARE
BAR FAIRLY	FAR BARELY
BAR FAKE	FAR BAKE
BAR FAN	FAR BAN
BAR FAT	FAR BAT
BAR FATHER	FAR BOTHER
BAR FEAR	FAR BEER
BAR FEE	FAR BE
BAR FIGHT	FAR BITE
BAR FILL	FAR BILL
BAR FIND	FAR BIND
BAR FIRE	FAR BUYER
BAR FIRST	FAR BURST
BAR FIT	FAR BIT
BAR FLAME	FAR BLAME
BAR FLOOD	FAR BLOOD
BAR FLOW	FAR BLOW
BAR FOLD	FAR BOLD
BAR FRAUD	FAR BROAD
BAR FREEZE	FAR BREEZE
BAR FUCK	FAR BUCK
BAR FULL	FAR BULL
BAR GENE	JAR BEAN
BAR JET	JAR BET
BAR JOY	JAR BOY
BAR KEY	CAR BE
BAR KID	CAR BID
BAR KILL	CAR BILL
BAR KIND	CAR BIND
BAR KIT	CAR BIT
BAR PHONE	FAR BONE
BARE CAKE	CARE BAKE
BARE CALL	CARE BALL
BARE CALM	CARE BOMB
BARE CAN	CARE BAN
BARE CAR	CARE BAR
BARE CARRIER	CARE BARRIER
BARE CASE	CARE BASE
BARE CAT	CARE BAT
BARE CATTLE	CARE BATTLE
BARE CHASE	CHAIR BASE
BARE CHAT	CHAIR BAT
BARE CHEAT	CHAIR BEAT
BARE CHEER	CHAIR BEER
BARE CHEST	CHAIR BEST
BARE CHIEF	CHAIR BEEF
BARE CLAIM	CARE BLAME
BARE CLOCK	CARE BLOCK
BARE CLUE	CARE BLUE
BARE COAL	CARE BOWL
BARE COAT	CARE BOAT
BARE COLD	CARE BOLD
BARE COOK	CARE BOOK
BARE CORD	CARE BOARD
BARE CORN	CARE BORN
BARE COW	CARE BOW
BARE CROWN	CARE BROWN
BARE CRUSH	CARE BRUSH
BARE CUT	CARE BUT
BARE DAD	DARE BAD
BARE DAY	DARE BAY
BARE DEAD	DARE BED
BARE DEAR	DARE BEER
BARE DEBT	DARE BET
BARE DECIDE	DARE BESIDE
BARE DEEM	DARE BEAM
BARE DEER	DARE BEER
BARE DIE	DARE BUY
BARE DIG	DARE BIG
BARE DOUBLE	DARE BUBBLE
BARE DRAIN	DARE BRAIN
BARE DROWN	DARE BROWN
BARE DUCK	DARE BUCK
BARE FACE	FAIR BASE
BARE FAIRLY	FAIR BARELY
BARE FAKE	FAIR BAKE
BARE FAN	FAIR BAN
BARE FAR	FAIR BAR
BARE FAT	FAIR BAT
BARE FATHER	FAIR BOTHER
BARE FEAR	FAIR BEER
BARE FEE	FAIR BE
BARE FIGHT	FAIR BITE
BARE FILL	FAIR BILL
BARE FIND	FAIR BIND
BARE FIRE	FAIR BUYER
BARE FIRST	FAIR BURST
BARE FIT	FAIR BIT
BARE FLAME	FAIR BLAME
BARE FLOOD	FAIR BLOOD
BARE FLOW	FAIR BLOW
BARE FOLD	FAIR BOLD
BARE FRAUD	FAIR BROAD
BARE FREEZE	FAIR BREEZE
BARE FUCK	FAIR BUCK
BARE FULL	FAIR BULL
BARE HALL	HAIR BALL
BARE HAND	HAIR BAND
BARE HANG	HAIR BANG
BARE HAT	HAIR BAT
BARE HE	HAIR BE
BARE HEAD	HAIR BED
BARE HEAR	HAIR BEER
BARE HEAT	HAIR BEAT
BARE HEIGHT	HAIR BITE
BARE HELL	HAIR BELL
BARE HELLO	HAIR BELOW
BARE HERE	HAIR BEER
BARE HEY	HAIR BAY
BARE HI	HAIR BUY
BARE HIGH	HAIR BUY
BARE HILL	HAIR BILL
BARE HIRE	HAIR BUYER
BARE HIT	HAIR BIT
BARE HOLD	HAIR BOLD
BARE HOLE	HAIR BOWL
BARE HOOK	HAIR BOOK
BARE HORN	HAIR BORN
BARE HOW	HAIR BOW
BARE HUG	HAIR BUG
BARE KEY	CARE BE
BARE KID	CARE BID
BARE KILL	CARE BILL
BARE KIND	CARE BIND
BARE KIT	CARE BIT
BARE PACE	PAIR BASE
BARE PACK	PAIR BACK
BARE PAD	PAIR BAD
BARE PALM	PAIR BOMB
BARE PAN	PAIR BAN
BARE PATH	PAIR BATH
BARE PAY	PAIR BAY
BARE PEER	PAIR BEER
BARE PET	PAIR BET
BARE PHONE	FAIR BONE
BARE PIE	PAIR BUY
BARE PIG	PAIR BIG
BARE PILL	PAIR BILL
BARE PIT	PAIR BIT
BARE PITCH	PAIR BITCH
BARE PLEAD	PAIR BLEED
BARE POLE	PAIR BOWL
BARE POLL	PAIR BOWL
BARE POND	PAIR BOND
BARE PRIDE	PAIR BRIDE
BARE PULL	PAIR BULL
BARE PUNCH	PAIR BUNCH
BARE PUSH	PAIR BUSH
BARE RACE	RARE BASE
BARE RACK	RARE BACK
BARE RANK	RARE BANK
BARE RANKING	RARE BANKING
BARE RARELY	RARE BARELY
BARE RAT	RARE BAT
BARE RAY	RARE BAY
BARE RE	RARE BAY
BARE REACH	RARE BEACH
BARE READ	RARE BED
BARE RED	RARE BED
BARE RELIEF	RARE BELIEF
BARE RELIEVE	RARE BELIEVE
BARE REST	RARE BEST
BARE RICH	RARE BITCH
BARE RID	RARE BID
BARE RIGHT	RARE BITE
BARE ROLE	RARE BOWL
BARE ROLL	RARE BOWL
BARE ROOM	RARE BOOM
BARE ROOT	RARE BOOT
BARE SHAKE	SHARE BAKE
BARE SHE	SHARE BE
BARE SHEER	SHARE BEER
BARE SHEET	SHARE BEAT
BARE SHELL	SHARE BELL
BARE SHIT	SHARE BEAT
BARE SHOOT	SHARE BOOT
BARE SHUT	SHARE BUT
BARE SHY	SHARE BUY
BARE TAG	TEAR BAG
BARE TAKE	TEAR BAKE
BARE TALL	TEAR BALL
BARE TANK	TEAR BANK
BARE TEA	TEAR BE
BARE TEACH	TEAR BEACH
BARE TEAM	TEAR BEAM
BARE TEEN	TEAR BEAN
BARE TELL	TEAR BELL
BARE TEND	TEAR BEND
BARE TEST	TEAR BEST
BARE THAN	THEIR BAN
BARE THAT	THEIR BAT
BARE THEY	THEIR BAY
BARE THOU	THEIR BOW
BARE THUS	THEIR BUS
BARE TIE	TEAR BUY
BARE TIGHT	TEAR BITE
BARE TILL	TEAR BILL
BARE TIRE	TEAR BUYER
BARE TOLL	TEAR BOWL
BARE TONE	TEAR BONE
BARE TOOTH	TEAR BOOTH
BARE TOSS	TEAR BOSS
BARE TOY	TEAR BOY
BARE TRAIN	TEAR BRAIN
BARE TRICK	TEAR BRICK
BARE TUCK	TEAR BUCK
BARE TURN	TEAR BURN
BARE WAKE	WEAR BAKE
BARE WALL	WEAR BALL
BARE WARN	WEAR BORN
BARE WAY	WEAR BAY
BARE WE	WEAR BE
BARE WEIGH	WEAR BAY
BARE WELL	WEAR BELL
BARE WEST	WEAR BEST
BARE WET	WEAR BET
BARE WHAT	WEAR BUT
BARE WHEAT	WEAR BEAT
BARE WHICH	WEAR BITCH
BARE WHITE	WEAR BITE
BARE WHOLE	HAIR BOWL
BARE WHOM	HAIR BOOM
BARE WHY	WEAR BUY
BARE WILL	WEAR BILL
BARE WIND	WEAR BIND
BARE WIRE	WEAR BUYER
BARE WITCH	WEAR BITCH
BARE WORD	WEAR BIRD
BARE WORTH	WEAR BIRTH
BARE WOW	WEAR BOW
BARE WRITE	RARE BITE
BARELY FACE	FAIRLY BASE
BARELY FAIR	FAIRLY BARE
BARELY FAKE	FAIRLY BAKE
BARELY FAN	FAIRLY BAN
BARELY FAR	FAIRLY BAR
BARELY FAT	FAIRLY BAT
BARELY FATHER	FAIRLY BOTHER
BARELY FEAR	FAIRLY BEER
BARELY FEE	FAIRLY BE
BARELY FIGHT	FAIRLY BITE
BARELY FILL	FAIRLY BILL
BARELY FIND	FAIRLY BIND
BARELY FIRE	FAIRLY BUYER
BARELY FIRST	FAIRLY BURST
BARELY FIT	FAIRLY BIT
BARELY FLAME	FAIRLY BLAME
BARELY FLOOD	FAIRLY BLOOD
BARELY FLOW	FAIRLY BLOW
BARELY FOLD	FAIRLY BOLD
BARELY FRAUD	FAIRLY BROAD
BARELY FREEZE	FAIRLY BREEZE
BARELY FUCK	FAIRLY BUCK
BARELY FULL	FAIRLY BULL
BARELY PHONE	FAIRLY BONE
BARELY RACE	RARELY BASE
BARELY RACK	RARELY BACK
BARELY RANK	RARELY BANK
BARELY RANKING	RARELY BANKING
BARELY RARE	RARELY BARE
BARELY RAT	RARELY BAT
BARELY RAY	RARELY BAY
BARELY RE	RARELY BAY
BARELY REACH	RARELY BEACH
BARELY READ	RARELY BED
BARELY RED	RARELY BED
BARELY RELIEF	RARELY BELIEF
BARELY RELIEVE	RARELY BELIEVE
BARELY REST	RARELY BEST
BARELY RICH	RARELY BITCH
BARELY RID	RARELY BID
BARELY RIGHT	RARELY BITE
BARELY ROLE	RARELY BOWL
BARELY ROLL	RARELY BOWL
BARELY ROOM	RARELY BOOM
BARELY ROOT	RARELY BOOT
BARELY WRITE	RARELY BITE
BARRIER CAKE	CARRIER BAKE
BARRIER CALL	CARRIER BALL
BARRIER CALM	CARRIER BOMB
BARRIER CAN	CARRIER BAN
BARRIER CAR	CARRIER BAR
BARRIER CARE	CARRIER BARE
BARRIER CASE	CARRIER BASE
BARRIER CAT	CARRIER BAT
BARRIER CATTLE	CARRIER BATTLE
BARRIER CLAIM	CARRIER BLAME
BARRIER CLOCK	CARRIER BLOCK
BARRIER CLUE	CARRIER BLUE
BARRIER COAL	CARRIER BOWL
BARRIER COAT	CARRIER BOAT
BARRIER COLD	CARRIER BOLD
BARRIER COOK	CARRIER BOOK
BARRIER CORD	CARRIER BOARD
BARRIER CORN	CARRIER BORN
BARRIER COW	CARRIER BOW
BARRIER CROWN	CARRIER BROWN
BARRIER CRUSH	CARRIER BRUSH
BARRIER CUT	CARRIER BUT
BARRIER KEY	CARRIER BE
BARRIER KID	CARRIER BID
BARRIER KILL	CARRIER BILL
BARRIER KIND	CARRIER BIND
BARRIER KIT	CARRIER BIT
BASE CAKE	CASE BAKE
BASE CALL	CASE BALL
BASE CALM	CASE BOMB
BASE CAN	CASE BAN
BASE CAR	CASE BAR
BASE CARE	CASE BARE
BASE CARRIER	CASE BARRIER
BASE CAT	CASE BAT
BASE CATTLE	CASE BATTLE
BASE CHAIR	CHASE BARE
BASE CHAT	CHASE BAT
BASE CHEAT	CHASE BEAT
BASE CHEER	CHASE BEER
BASE CHEST	CHASE BEST
BASE CHIEF	CHASE BEEF
BASE CLAIM	CASE BLAME
BASE CLOCK	CASE BLOCK
BASE CLUE	CASE BLUE
BASE COAL	CASE BOWL
BASE COAT	CASE BOAT
BASE COLD	CASE BOLD
BASE COOK	CASE BOOK
BASE CORD	CASE BOARD
BASE CORN	CASE BORN
BASE COW	CASE BOW
BASE CROWN	CASE BROWN
BASE CRUSH	CASE BRUSH
BASE CUT	CASE BUT
BASE FAIR	FACE BARE
BASE FAIRLY	FACE BARELY
BASE FAKE	FACE BAKE
BASE FAN	FACE BAN
BASE FAR	FACE BAR
BASE FAT	FACE BAT
BASE FATHER	FACE BOTHER
BASE FEAR	FACE BEER
BASE FEE	FACE BE
BASE FIGHT	FACE BITE
BASE FILL	FACE BILL
BASE FIND	FACE BIND
BASE FIRE	FACE BUYER
BASE FIRST	FACE BURST
BASE FIT	FACE BIT
BASE FLAME	FACE BLAME
BASE FLOOD	FACE BLOOD
BASE FLOW	FACE BLOW
BASE FOLD	FACE BOLD
BASE FRAUD	FACE BROAD
BASE FREEZE	FACE BREEZE
BASE FUCK	FACE BUCK
BASE FULL	FACE BULL
BASE KEY	CASE BE
BASE KID	CASE BID
BASE KILL	CASE BILL
BASE KIND	CASE BIND
BASE KIT	CASE BIT
BASE PACK	PACE BACK
BASE PAD	PACE BAD
BASE PAIR	PACE BARE
BASE PALM	PACE BOMB
BASE PAN	PACE BAN
BASE PATH	PACE BATH
BASE PAY	PACE BAY
BASE PEER	PACE BEER
BASE PET	PACE BET
BASE PHONE	FACE BONE
BASE PIE	PACE BUY
BASE PIG	PACE BIG
BASE PILL	PACE BILL
BASE PIT	PACE BIT
BASE PITCH	PACE BITCH
BASE PLEAD	PACE BLEED
BASE POLE	PACE BOWL
BASE POLL	PACE BOWL
BASE POND	PACE BOND
BASE PRIDE	PACE BRIDE
BASE PULL	PACE BULL
BASE PUNCH	PACE BUNCH
BASE PUSH	PACE BUSH
BASE RACK	RACE BACK
BASE RANK	RACE BANK
BASE RANKING	RACE BANKING
BASE RARE	RACE BARE
BASE RARELY	RACE BARELY
BASE RAT	RACE BAT
BASE RAY	RACE BAY
BASE RE	RACE BAY
BASE REACH	RACE BEACH
BASE READ	RACE BED
BASE RED	RACE BED
BASE RELIEF	RACE BELIEF
BASE RELIEVE	RACE BELIEVE
BASE REST	RACE BEST
BASE RICH	RACE BITCH
BASE RID	RACE BID
BASE RIGHT	RACE BITE
BASE ROLE	RACE BOWL
BASE ROLL	RACE BOWL
BASE ROOM	RACE BOOM
BASE ROOT	RACE BOOT
BASE WRITE	RACE BITE
BAT CAKE	CAT BAKE
BAT CALL	CAT BALL
BAT CALM	CAT BOMB
BAT CAN	CAT BAN
BAT CAR	CAT BAR
BAT CARE	CAT BARE
BAT CARRIER	CAT BARRIER
BAT CASE	CAT BASE
BAT CATTLE	CAT BATTLE
BAT CHAIR	CHAT BARE
BAT CHASE	CHAT BASE
BAT CHEAT	CHAT BEAT
BAT CHEER	CHAT BEER
BAT CHEST	CHAT BEST
BAT CHIEF	CHAT BEEF
BAT CLAIM	CAT BLAME
BAT CLOCK	CAT BLOCK
BAT CLUE	CAT BLUE
BAT COAL	CAT BOWL
BAT COAT	CAT BOAT
BAT COLD	CAT BOLD
BAT COOK	CAT BOOK
BAT CORD	CAT BOARD
BAT CORN	CAT BORN
BAT COW	CAT BOW
BAT CROWN	CAT BROWN
BAT CRUSH	CAT BRUSH
BAT CUT	CAT BUT
BAT FACE	FAT BASE
BAT FAIR	FAT BARE
BAT FAIRLY	FAT BARELY
BAT FAKE	FAT BAKE
BAT FAN	FAT BAN
BAT FAR	FAT BAR
BAT FATHER	FAT BOTHER
BAT FEAR	FAT BEER
BAT FEE	FAT BE
BAT FIGHT	FAT BITE
BAT FILL	FAT BILL
BAT FIND	FAT BIND
BAT FIRE	FAT BUYER
BAT FIRST	FAT BURST
BAT FIT	FAT BIT
BAT FLAME	FAT BLAME
BAT FLOOD	FAT BLOOD
BAT FLOW	FAT BLOW
BAT FOLD	FAT BOLD
BAT FRAUD	FAT BROAD
BAT FREEZE	FAT BREEZE
BAT FUCK	FAT BUCK
BAT FULL	FAT BULL
BAT HAIR	HAT BARE
BAT HALL	HAT BALL
BAT HAND	HAT BAND
BAT HANG	HAT BANG
BAT HE	HAT BE
BAT HEAD	HAT BED
BAT HEAR	HAT BEER
BAT HEAT	HAT BEAT
BAT HEIGHT	HAT BITE
BAT HELL	HAT BELL
BAT HELLO	HAT BELOW
BAT HERE	HAT BEER
BAT HEY	HAT BAY
BAT HI	HAT BUY
BAT HIGH	HAT BUY
BAT HILL	HAT BILL
BAT HIRE	HAT BUYER
BAT HIT	HAT BIT
BAT HOLD	HAT BOLD
BAT HOLE	HAT BOWL
BAT HOOK	HAT BOOK
BAT HORN	HAT BORN
BAT HOW	HAT BOW
BAT HUG	HAT BUG
BAT KEY	CAT BE
BAT KID	CAT BID
BAT KILL	CAT BILL
BAT KIND	CAT BIND
BAT KIT	CAT BIT
BAT PHONE	FAT BONE
BAT RACE	RAT BASE
BAT RACK	RAT BACK
BAT RANK	RAT BANK
BAT RANKING	RAT BANKING
BAT RARE	RAT BARE
BAT RARELY	RAT BARELY
BAT RAY	RAT BAY
BAT RE	RAT BAY
BAT REACH	RAT BEACH
BAT READ	RAT BED
BAT RED	RAT BED
BAT RELIEF	RAT BELIEF
BAT RELIEVE	RAT BELIEVE
BAT REST	RAT BEST
BAT RICH	RAT BITCH
BAT RID	RAT BID
BAT RIGHT	RAT BITE
BAT ROLE	RAT BOWL
BAT ROLL	RAT BOWL
BAT ROOM	RAT BOOM
BAT ROOT	RAT BOOT
BAT THAN	THAT BAN
BAT THEIR	THAT BARE
BAT THERE	THAT BARE
BAT THEY	THAT BAY
BAT THOU	THAT BOW
BAT THUS	THAT BUS
BAT WHOLE	HAT BOWL
BAT WHOM	HAT BOOM
BAT WRITE	RAT BITE
BATH MAD	MATH BAD
BATH MAKE	MATH BAKE
BATH MALL	MATH BALL
BATH MAN	MATH BAN
BATH MARRY	MATH BURY
BATH MAY	MATH BAY
BATH MAYBE	MATH BABY
BATH ME	MATH BE
BATH MEAN	MATH BEAN
BATH MEAT	MATH BEAT
BATH MEET	MATH BEAT
BATH MELT	MATH BELT
BATH MERE	MATH BEER
BATH MIGHT	MATH BITE
BATH MILL	MATH BILL
BATH MILLION	MATH BILLION
BATH MIND	MATH BIND
BATH MOM	MATH BOMB
BATH MY	MATH BUY
BATH PACE	PATH BASE
BATH PACK	PATH BACK
BATH PAD	PATH BAD
BATH PAIR	PATH BARE
BATH PALM	PATH BOMB
BATH PAN	PATH BAN
BATH PAY	PATH BAY
BATH PEER	PATH BEER
BATH PET	PATH BET
BATH PIE	PATH BUY
BATH PIG	PATH BIG
BATH PILL	PATH BILL
BATH PIT	PATH BIT
BATH PITCH	PATH BITCH
BATH PLEAD	PATH BLEED
BATH POLE	PATH BOWL
BATH POLL	PATH BOWL
BATH POND	PATH BOND
BATH PRIDE	PATH BRIDE
BATH PULL	PATH BULL
BATH PUNCH	PATH BUNCH
BATH PUSH	PATH BUSH
BATTLE CAKE	CATTLE BAKE
BATTLE CALL	CATTLE BALL
BATTLE CALM	CATTLE BOMB
BATTLE CAN	CATTLE BAN
BATTLE CAR	CATTLE BAR
BATTLE CARE	CATTLE BARE
BATTLE CARRIER	CATTLE BARRIER
BATTLE CASE	CATTLE BASE
BATTLE CAT	CATTLE BAT
BATTLE CLAIM	CATTLE BLAME
BATTLE CLOCK	CATTLE BLOCK
BATTLE CLUE	CATTLE BLUE
BATTLE COAL	CATTLE BOWL
BATTLE COAT	CATTLE BOAT
BATTLE COLD	CATTLE BOLD
BATTLE COOK	CATTLE BOOK
BATTLE CORD	CATTLE BOARD
BATTLE CORN	CATTLE BORN
BATTLE COW	CATTLE BOW
BATTLE CROWN	CATTLE BROWN
BATTLE CRUSH	CATTLE BRUSH
BATTLE CUT	CATTLE BUT
BATTLE KEY	CATTLE BE
BATTLE KID	CATTLE BID
BATTLE KILL	CATTLE BILL
BATTLE KIND	CATTLE BIND
BATTLE KIT	CATTLE BIT
BAY ARREST	ARRAY BEST
BAY CELL	SAY BELL
BAY CITE	SAY BITE
BAY DAD	DAY BAD
BAY DARE	DAY BARE
BAY DEAD	DAY BED
BAY DEAR	DAY BEER
BAY DEBT	DAY BET
BAY DECIDE	DAY BESIDE
BAY DEEM	DAY BEAM
BAY DEER	DAY BEER
BAY DIE	DAY BUY
BAY DIG	DAY BIG
BAY DOUBLE	DAY BUBBLE
BAY DRAIN	DAY BRAIN
BAY DROWN	DAY BROWN
BAY DUCK	DAY BUCK
BAY GANG	GAY BANG
BAY GEAR	GAY BEER
BAY GET	GAY BET
BAY GOAL	GAY BOWL
BAY GOAT	GAY BOAT
BAY GOLD	GAY BOLD
BAY GRAIN	GAY BRAIN
BAY GRAND	GAY BRAND
BAY GRAVE	GAY BRAVE
BAY GRIEF	GAY BRIEF
BAY GUEST	GAY BEST
BAY GUT	GAY BUT
BAY GUY	GAY BUY
BAY HAIR	HEY BARE
BAY HALL	HEY BALL
BAY HAND	HEY BAND
BAY HANG	HEY BANG
BAY HAT	HEY BAT
BAY HE	HEY BE
BAY HEAD	HEY BED
BAY HEAR	HEY BEER
BAY HEAT	HEY BEAT
BAY HEIGHT	HEY BITE
BAY HELL	HEY BELL
BAY HELLO	HEY BELOW
BAY HERE	HEY BEER
BAY HI	HEY BUY
BAY HIGH	HEY BUY
BAY HILL	HEY BILL
BAY HIRE	HEY BUYER
BAY HIT	HEY BIT
BAY HOLD	HEY BOLD
BAY HOLE	HEY BOWL
BAY HOOK	HEY BOOK
BAY HORN	HEY BORN
BAY HOW	HEY BOW
BAY HUG	HEY BUG
BAY LACK	LAY BACK
BAY LAKE	LAY BAKE
BAY LAND	LAY BAND
BAY LEAD	LAY BED
BAY LEAF	LAY BEEF
BAY LEAN	LAY BEAN
BAY LEARN	LAY BURN
BAY LEARNING	LAY BURNING
BAY LEAST	LAY BEAST
BAY LEG	LAY BEG
BAY LEND	LAY BEND
BAY LET	LAY BET
BAY LETTER	LAY BETTER
BAY LIAR	LAY BUYER
BAY LIE	LAY BUY
BAY LIGHT	LAY BITE
BAY LIKE	LAY BIKE
BAY LOAN	LAY BONE
BAY LOOK	LAY BOOK
BAY LORD	LAY BOARD
BAY LOSS	LAY BOSS
BAY LUCK	LAY BUCK
BAY LUNCH	LAY BUNCH
BAY MAD	MAY BAD
BAY MAKE	MAY BAKE
BAY MALL	MAY BALL
BAY MAN	MAY BAN
BAY MARRY	MAY BURY
BAY MATH	MAY BATH
BAY MAYBE	MAY BABY
BAY ME	MAY BE
BAY MEAN	MAY BEAN
BAY MEAT	MAY BEAT
BAY MEET	MAY BEAT
BAY MELT	MAY BELT
BAY MERE	MAY BEER
BAY MIGHT	MAY BITE
BAY MILL	MAY BILL
BAY MILLION	MAY BILLION
BAY MIND	MAY BIND
BAY MOM	MAY BOMB
BAY MY	MAY BUY
BAY PACE	PAY BASE
BAY PACK	PAY BACK
BAY PAD	PAY BAD
BAY PAIR	PAY BARE
BAY PALM	PAY BOMB
BAY PAN	PAY BAN
BAY PATH	PAY BATH
BAY PEER	PAY BEER
BAY PET	PAY BET
BAY PIE	PAY BUY
BAY PIG	PAY BIG
BAY PILL	PAY BILL
BAY PIT	PAY BIT
BAY PITCH	PAY BITCH
BAY PLEAD	PAY BLEED
BAY POLE	PAY BOWL
BAY POLL	PAY BOWL
BAY POND	PAY BOND
BAY PRIDE	PAY BRIDE
BAY PULL	PAY BULL
BAY PUNCH	PAY BUNCH
BAY PUSH	PAY BUSH
BAY RACE	RAY BASE
BAY RACK	RAY BACK
BAY RANK	RAY BANK
BAY RANKING	RAY BANKING
BAY RARE	RAY BARE
BAY RARELY	RAY BARELY
BAY RAT	RAY BAT
BAY REACH	RAY BEACH
BAY READ	RAY BED
BAY RED	RAY BED
BAY RELIEF	RAY BELIEF
BAY RELIEVE	RAY BELIEVE
BAY REST	RAY BEST
BAY RICH	RAY BITCH
BAY RID	RAY BID
BAY RIGHT	RAY BITE
BAY ROLE	RAY BOWL
BAY ROLL	RAY BOWL
BAY ROOM	RAY BOOM
BAY ROOT	RAY BOOT
BAY SACK	SAY BACK
BAY SAD	SAY BAD
BAY SADLY	SAY BADLY
BAY SAKE	SAY BAKE
BAY SAND	SAY BAND
BAY SAUCE	SAY BOSS
BAY SCENE	SAY BEAN
BAY SEA	SAY BE
BAY SEAT	SAY BEAT
BAY SEE	SAY BE
BAY SEEM	SAY BEAM
BAY SELL	SAY BELL
BAY SEND	SAY BEND
BAY SET	SAY BET
BAY SIGH	SAY BUY
BAY SIGHT	SAY BITE
BAY SIT	SAY BIT
BAY SITE	SAY BITE
BAY SLOW	SAY BLOW
BAY SOIL	SAY BOIL
BAY SOLE	SAY BOWL
BAY SOUL	SAY BOWL
BAY SUCK	SAY BUCK
BAY SUIT	SAY BOOT
BAY SWORD	SAY BOARD
BAY THAN	THEY BAN
BAY THAT	THEY BAT
BAY THEIR	THEY BARE
BAY THERE	THEY BARE
BAY THOU	THEY BOW
BAY THUS	THEY BUS
BAY WAKE	WAY BAKE
BAY WALL	WAY BALL
BAY WARN	WAY BORN
BAY WE	WAY BE
BAY WEAR	WAY BARE
BAY WELL	WAY BELL
BAY WEST	WAY BEST
BAY WET	WAY BET
BAY WHAT	WAY BUT
BAY WHEAT	WAY BEAT
BAY WHERE	WAY BARE
BAY WHICH	WAY BITCH
BAY WHITE	WAY BITE
BAY WHOLE	HEY BOWL
BAY WHOM	HEY BOOM
BAY WHY	WAY BUY
BAY WILL	WAY BILL
BAY WIND	WAY BIND
BAY WIRE	WAY BUYER
BAY WITCH	WAY BITCH
BAY WORD	WAY BIRD
BAY WORTH	WAY BIRTH
BAY WOW	WAY BOW
BAY WRITE	RAY BITE
BE CAKE	KEY BAKE
BE CALL	KEY BALL
BE CALM	KEY BOMB
BE CAN	KEY BAN
BE CAR	KEY BAR
BE CARE	KEY BARE
BE CARRIER	KEY BARRIER
BE CASE	KEY BASE
BE CAT	KEY BAT
BE CATTLE	KEY BATTLE
BE CELL	SEA BELL
BE CITE	SEA BITE
BE CLAIM	KEY BLAME
BE CLOCK	KEY BLOCK
BE CLUE	KEY BLUE
BE COAL	KEY BOWL
BE COAT	KEY BOAT
BE COLD	KEY BOLD
BE COOK	KEY BOOK
BE CORD	KEY BOARD
BE CORN	KEY BORN
BE COW	KEY BOW
BE CROWN	KEY BROWN
BE CRUSH	KEY BRUSH
BE CUT	KEY BUT
BE FACE	FEE BASE
BE FAIR	FEE BARE
BE FAIRLY	FEE BARELY
BE FAKE	FEE BAKE
BE FAN	FEE BAN
BE FAR	FEE BAR
BE FAT	FEE BAT
BE FATHER	FEE BOTHER
BE FEAR	FEE BEER
